DC Bias Voltage (mV), DC Tunneling Current (mA)
-0.837354, -0.001096
-0.839609, -0.001128
-0.841865, -0.001176
-0.843798, -0.001241
-0.846375, -0.001321
-0.847664, -0.001337
-0.850241, -0.001418
-0.852174, -0.001450
-0.854752, -0.001450
-0.857007, -0.001531
-0.859585, -0.001563
-0.861840, -0.001595
-0.864417, -0.001611
-0.865706, -0.001676
-0.868928, -0.001740
-0.870539, -0.001821
-0.872472, -0.001901
-0.874727, -0.001966
-0.876982, -0.001982
-0.879238, -0.002030
-0.881815, -0.002078
-0.883748, -0.002111
-0.886326, -0.002175
-0.888259, -0.002191
-0.890836, -0.002223
-0.893413, -0.002256
-0.895347, -0.002304
-0.897602, -0.002304
-0.900179, -0.002352
-0.901790, -0.002401
-0.904045, -0.002401
-0.906301, -0.002417
-0.908234, -0.002449
-0.910489, -0.002481
-0.912744, -0.002481
-0.915322, -0.002513
-0.917577, -0.002594
-0.919832, -0.002626
-0.921765, -0.002642
-0.924343, -0.002674
-0.925954, -0.002691
-0.928209, -0.002674
-0.930464, -0.002755
-0.933042, -0.002803
-0.934975, -0.002803
-0.937874, -0.002819
-0.939807, -0.002868
-0.942385, -0.002932
-0.943996, -0.002932
-0.946251, -0.002964
-0.948184, -0.002964
-0.951406, -0.002964
-0.953339, -0.003029
-0.955594, -0.003013
-0.957527, -0.003061
-0.960105, -0.003077
-0.961394, -0.003109
-0.964293, -0.003142
-0.966871, -0.003174
-0.968804, -0.003174
-0.970737, -0.003206
-0.972670, -0.003254
-0.975569, -0.003270
-0.978147, -0.003303
-0.979758, -0.003351
-0.982335, -0.003383
-0.984268, -0.003399
-0.986524, -0.003415
-0.988779, -0.003399
-0.990390, -0.003399
-0.993289, -0.003448
-0.995545, -0.003496
-0.998444, -0.003480
-1.000055, -0.003496
-1.001666, -0.003512
-1.004566, -0.003544
-1.006177, -0.003609
-1.009076, -0.003625
-1.011654, -0.003657
-1.013265, -0.003673
-1.015520, -0.003689
-1.018419, -0.003705
-1.020353, -0.003738
-1.022608, -0.003754
-1.023897, -0.003770
-1.026796, -0.003786
-1.029051, -0.003818
-1.030340, -0.003834
-1.033562, -0.003850
-1.035495, -0.003867
-1.038072, -0.003867
-1.040650, -0.003915
-1.042261, -0.003915
-1.045160, -0.003931
-1.046127, -0.003963
-1.048704, -0.003995
-1.051282, -0.003995
-1.053537, -0.003995
-1.055148, -0.004028
-1.057725, -0.004060
-1.059981, -0.004076
-1.062558, -0.004092
-1.064813, -0.004092
-1.067391, -0.004124
-1.069002, -0.004108
-1.070935, -0.004124
-1.074157, -0.004124
-1.076090, -0.004140
-1.078023, -0.004140
-1.080278, -0.004173
-1.082533, -0.004189
-1.084466, -0.004205
-1.087044, -0.004205
-1.088977, -0.004237
-1.091877, -0.004301
-1.093810, -0.004285
-1.096065, -0.004318
-1.097998, -0.004301
-1.100253, -0.004366
-1.102831, -0.004382
-1.105086, -0.004382
-1.107019, -0.004398
-1.109596, -0.004398
-1.111530, -0.004430
-1.113785, -0.004446
-1.115074, -0.004430
-1.118618, -0.004446
-1.119584, -0.004479
-1.122484, -0.004463
-1.125061, -0.004479
-1.126672, -0.004495
-1.129572, -0.004511
-1.131827, -0.004543
-1.133438, -0.004575
-1.136015, -0.004575
-1.137948, -0.004608
-1.139881, -0.004640
-1.142459, -0.004624
-1.145036, -0.004656
-1.147292, -0.004656
-1.149547, -0.004656
-1.151802, -0.004688
-1.154057, -0.004704
-1.156313, -0.004688
-1.158246, -0.004736
-1.160501, -0.004753
-1.162756, -0.004753
-1.164689, -0.004785
-1.167911, -0.004785
-1.169844, -0.004801
-1.172099, -0.004817
-1.174355, -0.004833
-1.176288, -0.004849
-1.178221, -0.004881
-1.181443, -0.004881
-1.183054, -0.004946
-1.184664, -0.004946
-1.187242, -0.004946
-1.189819, -0.004946
-1.191752, -0.004946
-1.194330, -0.004962
-1.196263, -0.004978
-1.198518, -0.004994
-1.200773, -0.004994
-1.203029, -0.004994
-1.205284, -0.005042
-1.207861, -0.005042
-1.209472, -0.005075
-1.211728, -0.005107
-1.214305, -0.005139
-1.216560, -0.005123
-1.218493, -0.005155
-1.221071, -0.005204
-1.223004, -0.005204
-1.224937, -0.005220
-1.226870, -0.005236
-1.230092, -0.005220
-1.232669, -0.005252
-1.233958, -0.005252
-1.236858, -0.005252
-1.238791, -0.005252
-1.240724, -0.005300
-1.243301, -0.005284
-1.245234, -0.005349
-1.247812, -0.005349
-1.249745, -0.005332
-1.252000, -0.005365
-1.254578, -0.005413
-1.256833, -0.005413
-1.259410, -0.005429
-1.261343, -0.005477
-1.263276, -0.005461
-1.264887, -0.005461
-1.267787, -0.005477
-1.270042, -0.005477
-1.271975, -0.005558
-1.273908, -0.005526
-1.276808, -0.005526
-1.279063, -0.005558
-1.281641, -0.005574
-1.283896, -0.005558
-1.285185, -0.005606
-1.287762, -0.005606
-1.290017, -0.005655
-1.291950, -0.005687
-1.294850, -0.005671
-1.297105, -0.005719
-1.299361, -0.005719
-1.300649, -0.005751
-1.303871, -0.005751
-1.305160, -0.005800
-1.308059, -0.005783
-1.309670, -0.005800
-1.311926, -0.005783
-1.314825, -0.005816
-1.317081, -0.005848
-1.319336, -0.005848
-1.321591, -0.005848
-1.323524, -0.005848
-1.325457, -0.005896
-1.328357, -0.005896
-1.330612, -0.005912
-1.332867, -0.005928
-1.334156, -0.006009
-1.337056, -0.006009
-1.338989, -0.005993
-1.341244, -0.006025
-1.343821, -0.006041
-1.346077, -0.006025
-1.348010, -0.006025
-1.349621, -0.006057
-1.351876, -0.006090
-1.354453, -0.006073
-1.357353, -0.006138
-1.358964, -0.006138
-1.362186, -0.006154
-1.363474, -0.006170
-1.365730, -0.006202
-1.367985, -0.006218
-1.370240, -0.006235
-1.373140, -0.006267
-1.374429, -0.006299
-1.377328, -0.006283
-1.379584, -0.006267
-1.381839, -0.006283
-1.383450, -0.006331
-1.386027, -0.006331
-1.387638, -0.006363
-1.389893, -0.006380
-1.392793, -0.006363
-1.395370, -0.006412
-1.397303, -0.006428
-1.399236, -0.006444
-1.401492, -0.006428
-1.404391, -0.006460
-1.406002, -0.006476
-1.408580, -0.006492
-1.410513, -0.006508
-1.412768, -0.006525
-1.415346, -0.006541
-1.417601, -0.006573
-1.419534, -0.006589
-1.421789, -0.006637
-1.423722, -0.006589
-1.426622, -0.006637
-1.428233, -0.006621
-1.430488, -0.006669
-1.432421, -0.006686
-1.434998, -0.006718
-1.437898, -0.006734
-1.439831, -0.006734
-1.441442, -0.006750
-1.444342, -0.006782
-1.445630, -0.006798
-1.448852, -0.006814
-1.450463, -0.006847
-1.453363, -0.006847
-1.454651, -0.006879
-1.457229, -0.006895
-1.459806, -0.006895
-1.462062, -0.006927
-1.463350, -0.006959
-1.465928, -0.007024
-1.468183, -0.006992
-1.471083, -0.006976
-1.473016, -0.007040
-1.475271, -0.007056
-1.476882, -0.007088
-1.479782, -0.007088
-1.481392, -0.007137
-1.484614, -0.007169
-1.486547, -0.007153
-1.488480, -0.007201
-1.491058, -0.007233
-1.492991, -0.007249
-1.495891, -0.007266
-1.497179, -0.007314
-1.500079, -0.007330
-1.502012, -0.007394
-1.504267, -0.007411
-1.507167, -0.007411
-1.508778, -0.007459
-1.511355, -0.007491
-1.513288, -0.007491
-1.514899, -0.007523
-1.517477, -0.007539
-1.519732, -0.007604
-1.522309, -0.007652
-1.524242, -0.007700
-1.526498, -0.007717
-1.528109, -0.007765
-1.530364, -0.007781
-1.533263, -0.007829
-1.535519, -0.007862
-1.537452, -0.007926
-1.539385, -0.007990
-1.541640, -0.008007
-1.543895, -0.008055
-1.546795, -0.008103
-1.549050, -0.008135
-1.550983, -0.008200
-1.553239, -0.008264
-1.555816, -0.008345
-1.557749, -0.008361
-1.560004, -0.008377
-1.561615, -0.008490
-1.564193, -0.008538
-1.566770, -0.008603
-1.568703, -0.008651
-1.571281, -0.008796
-1.573858, -0.008828
-1.576113, -0.008909
-1.578047, -0.008973
-1.580302, -0.009086
-1.582879, -0.009166
-1.584490, -0.009279
-1.586745, -0.009376
-1.589323, -0.009424
-1.590289, -0.009553
-1.593511, -0.009634
-1.595444, -0.009762
-1.598022, -0.009907
-1.600599, -0.010036
-1.602210, -0.010165
-1.605110, -0.010326
-1.606398, -0.010503
-1.609620, -0.010600
-1.610909, -0.010761
-1.613809, -0.010938
-1.615742, -0.011164
-1.617997, -0.011325
-1.621219, -0.011502
-1.622507, -0.011663
-1.624440, -0.011873
-1.627018, -0.012050
-1.629595, -0.012259
-1.631206, -0.012469
-1.634106, -0.012726
-1.635395, -0.012904
-1.637328, -0.013129
-1.640872, -0.013339
-1.642483, -0.013580
-1.644738, -0.013774
-1.647315, -0.014047
-1.649571, -0.014273
-1.651181, -0.014531
-1.653437, -0.014788
-1.655692, -0.015095
-1.657625, -0.015320
-1.660525, -0.015578
-1.662780, -0.015836
-1.665035, -0.016109
-1.666968, -0.016335
-1.668901, -0.016593
-1.671801, -0.016899
-1.674056, -0.017092
-1.675989, -0.017334
-1.678567, -0.017624
-1.681144, -0.017865
-1.682433, -0.018075
-1.684688, -0.018316
-1.687266, -0.018622
-1.688554, -0.018848
-1.690810, -0.019154
-1.694031, -0.019363
-1.695320, -0.019653
-1.698220, -0.019895
-1.700797, -0.020137
-1.702730, -0.020330
-1.704663, -0.020555
-1.707885, -0.020813
-1.709174, -0.021055
-1.711751, -0.021248
-1.714973, -0.021490
-1.716262, -0.021699
-1.718195, -0.021909
-1.720772, -0.022150
-1.723028, -0.022311
-1.724638, -0.022537
-1.726894, -0.022746
-1.729149, -0.022907
-1.732371, -0.023181
-1.733982, -0.023358
-1.735915, -0.023552
-1.738170, -0.023777
-1.740747, -0.023954
-1.742358, -0.024164
-1.745580, -0.024357
-1.747191, -0.024551
-1.749446, -0.024728
-1.752024, -0.024857
-1.753635, -0.025066
-1.756534, -0.025195
-1.758145, -0.025308
-1.761045, -0.025533
-1.762978, -0.025678
-1.765233, -0.025823
-1.767811, -0.025984
-1.769744, -0.026178
-1.772643, -0.026355
-1.774254, -0.026467
-1.776832, -0.026661
-1.779409, -0.026838
-1.781020, -0.026999
-1.782953, -0.027080
-1.785208, -0.027241
-1.787464, -0.027386
-1.789397, -0.027547
-1.791974, -0.027643
-1.794552, -0.027805
-1.796485, -0.027885
-1.799062, -0.028014
-1.800351, -0.028143
-1.802928, -0.028207
-1.804861, -0.028352
-1.807761, -0.028481
-1.810016, -0.028578
-1.811305, -0.028674
-1.814527, -0.028819
-1.816138, -0.028916
-1.819037, -0.028997
-1.820648, -0.029158
-1.823226, -0.029206
-1.825803, -0.029319
-1.828058, -0.029383
-1.829669, -0.029496
-1.832247, -0.029560
-1.835146, -0.029625
-1.837079, -0.029689
-1.839012, -0.029786
-1.840946, -0.029883
-1.842879, -0.029947
-1.845778, -0.030028
-1.847711, -0.030108
-1.849644, -0.030205
-1.851577, -0.030253
-1.854477, -0.030350
-1.856732, -0.030446
-1.859310, -0.030511
-1.861243, -0.030559
-1.863498, -0.030624
-1.866076, -0.030704
-1.868009, -0.030769
-1.869620, -0.030849
-1.872197, -0.030865
-1.874130, -0.030930
-1.876385, -0.031010
-1.879285, -0.031059
-1.881218, -0.031155
-1.883795, -0.031187
-1.885729, -0.031252
-1.888306, -0.031300
-1.889917, -0.031332
-1.892172, -0.031429
-1.895072, -0.031461
-1.897327, -0.031510
-1.899260, -0.031622
-1.901838, -0.031671
-1.903448, -0.031751
-1.906026, -0.031767
-1.907959, -0.031848
-1.910536, -0.031864
-1.912470, -0.031912
-1.915369, -0.031945
-1.916980, -0.032025
-1.918591, -0.032073
-1.921813, -0.032057
-1.923101, -0.032122
-1.926001, -0.032122
-1.927934, -0.032170
-1.930189, -0.032267
-1.932767, -0.032331
-1.934700, -0.032379
-1.936955, -0.032412
-1.939533, -0.032492
-1.941466, -0.032557
-1.943399, -0.032589
-1.945654, -0.032589
-1.947587, -0.032669
-1.950809, -0.032686
-1.952420, -0.032750
-1.954675, -0.032766
-1.957253, -0.032831
-1.959508, -0.032831
-1.961441, -0.032863
-1.963696, -0.032895
-1.965629, -0.032943
-1.968207, -0.033008
-1.970462, -0.033008
-1.973039, -0.033072
-1.974328, -0.033121
-1.976906, -0.033153
-1.979161, -0.033217
-1.981738, -0.033265
-1.984316, -0.033314
-1.985927, -0.033346
-1.988504, -0.033378
-1.990115, -0.033410
-1.993337, -0.033443
-1.995270, -0.033491
-1.997203, -0.033539
-1.999136, -0.033555
-2.001391, -0.033572
-2.004291, -0.033604
-2.005902, -0.033636
-2.008479, -0.033700
-2.010734, -0.033700
-2.012668, -0.033781
-2.015245, -0.033829
-2.017500, -0.033878
-2.019756, -0.033910
-2.022333, -0.033926
-2.024266, -0.033958
-2.026199, -0.033974
-2.028132, -0.034071
-2.031032, -0.034071
-2.033287, -0.034087
-2.035220, -0.034119
-2.037475, -0.034135
-2.039409, -0.034184
-2.042630, -0.034232
-2.043919, -0.034296
-2.046496, -0.034345
-2.049074, -0.034361
-2.050685, -0.034377
-2.052618, -0.034425
-2.055195, -0.034506
-2.057773, -0.034506
-2.059384, -0.034554
-2.061961, -0.034603
-2.063894, -0.034635
-2.066794, -0.034667
-2.068405, -0.034699
-2.070982, -0.034748
-2.073237, -0.034764
-2.075493, -0.034780
-2.077426, -0.034812
-2.080003, -0.034876
-2.082581, -0.034876
-2.084192, -0.034941
-2.086769, -0.034989
-2.088380, -0.035021
-2.091280, -0.035054
-2.093213, -0.035134
-2.095146, -0.035166
-2.098045, -0.035166
-2.099656, -0.035199
-2.102234, -0.035279
-2.104811, -0.035295
-2.107066, -0.035360
-2.109644, -0.035408
-2.111899, -0.035440
-2.113832, -0.035505
-2.115765, -0.035521
-2.117054, -0.035569
-2.119631, -0.035601
-2.122853, -0.035617
-2.124786, -0.035682
-2.126719, -0.035714
-2.128652, -0.035746
-2.131230, -0.035811
-2.133163, -0.035843
-2.135418, -0.035875
-2.137996, -0.035891
-2.140251, -0.035940
-2.142506, -0.035972
-2.144761, -0.036020
-2.147017, -0.036068
-2.148950, -0.036117
-2.151527, -0.036149
-2.152816, -0.036213
-2.155393, -0.036246
-2.157971, -0.036278
-2.160226, -0.036310
-2.162481, -0.036326
-2.165381, -0.036407
-2.166670, -0.036423
-2.169247, -0.036471
-2.171180, -0.036503
-2.173435, -0.036536
-2.175691, -0.036536
-2.177624, -0.036616
-2.180523, -0.036681
-2.182456, -0.036729
-2.184712, -0.036761
-2.186967, -0.036793
-2.188578, -0.036858
-2.191155, -0.036906
-2.192766, -0.036922
-2.195666, -0.036971
-2.197277, -0.037019
-2.199854, -0.037067
-2.202432, -0.037099
-2.205009, -0.037132
-2.207264, -0.037164
-2.208875, -0.037212
-2.211775, -0.037261
-2.213386, -0.037277
-2.216285, -0.037341
-2.218541, -0.037422
-2.220152, -0.037454
-2.223373, -0.037470
-2.224340, -0.037534
-2.227562, -0.037567
-2.229817, -0.037599
-2.231428, -0.037679
-2.233361, -0.037679
-2.236583, -0.037744
-2.237871, -0.037760
-2.240449, -0.037744
-2.242704, -0.037808
-2.244959, -0.037857
-2.247215, -0.037889
-2.248826, -0.037921
-2.251725, -0.038002
-2.253336, -0.038034
-2.255914, -0.038098
-2.257847, -0.038163
-2.260424, -0.038195
-2.263002, -0.038211
-2.265257, -0.038259
-2.267512, -0.038292
-2.269445, -0.038324
-2.271700, -0.038388
-2.273956, -0.038436
-2.276211, -0.038404
-2.278144, -0.038485
-2.280399, -0.038485
-2.282332, -0.038533
-2.285232, -0.038614
-2.287809, -0.038614
-2.289742, -0.038678
-2.291998, -0.038710
-2.294253, -0.038759
-2.296186, -0.038775
-2.299086, -0.038839
-2.301341, -0.038855
-2.303274, -0.038904
-2.305529, -0.038968
-2.307785, -0.039016
-2.309395, -0.039065
-2.311651, -0.039113
-2.313906, -0.039129
-2.316806, -0.039161
-2.318739, -0.039226
-2.320672, -0.039258
-2.323249, -0.039274
-2.325504, -0.039306
-2.327438, -0.039355
-2.329693, -0.039403
-2.331948, -0.039451
-2.334203, -0.039500
-2.336781, -0.039580
-2.338714, -0.039629
-2.340969, -0.039709
-2.342580, -0.039790
-2.345480, -0.039790
-2.348057, -0.039870
-2.349668, -0.039935
-2.351923, -0.039999
-2.353856, -0.040047
-2.356756, -0.040047
-2.359011, -0.040128
-2.360622, -0.040176
-2.363200, -0.040208
-2.365133, -0.040289
-2.367710, -0.040321
-2.369965, -0.040402
-2.372221, -0.040450
-2.374154, -0.040482
-2.376409, -0.040563
-2.378986, -0.040627
-2.381242, -0.040643
-2.382853, -0.040740
-2.385430, -0.040788
-2.387685, -0.040853
-2.390263, -0.040901
-2.392196, -0.040949
-2.394773, -0.041030
-2.396384, -0.041062
-2.398962, -0.041175
-2.400895, -0.041207
-2.404116, -0.041288
-2.405727, -0.041384
-2.407983, -0.041433
-2.409916, -0.041513
-2.412815, -0.041594
-2.414426, -0.041658
-2.416681, -0.041707
-2.419259, -0.041819
-2.421514, -0.041900
-2.423447, -0.041964
-2.425380, -0.042077
-2.427958, -0.042142
-2.430213, -0.042206
-2.433113, -0.042254
-2.434401, -0.042367
-2.436334, -0.042448
-2.439234, -0.042544
-2.441489, -0.042609
-2.443422, -0.042689
-2.446322, -0.042754
-2.447933, -0.042850
-2.449866, -0.042979
-2.452443, -0.043108
-2.454699, -0.043237
-2.456954, -0.043366
-2.458887, -0.043511
-2.461787, -0.043607
-2.463075, -0.043769
-2.465653, -0.043946
-2.467908, -0.044026
-2.470163, -0.044171
-2.472741, -0.044300
-2.474352, -0.044429
-2.477251, -0.044590
-2.478862, -0.044687
-2.482084, -0.044880
-2.483695, -0.045057
-2.485306, -0.045251
-2.488205, -0.045428
-2.490783, -0.045621
-2.492716, -0.045847
-2.494649, -0.046040
-2.496904, -0.046314
-2.499482, -0.046507
-2.501093, -0.046781
-2.503348, -0.047071
-2.505925, -0.047345
-2.508181, -0.047586
-2.510758, -0.047892
-2.512691, -0.048231
-2.515269, -0.048553
-2.516880, -0.048875
-2.519779, -0.049262
-2.521390, -0.049713
-2.523967, -0.050148
-2.525578, -0.050615
-2.527834, -0.051163
-2.531055, -0.051646
-2.532989, -0.052226
-2.534599, -0.052806
-2.536855, -0.053450
-2.539110, -0.054175
-2.541365, -0.054948
-2.544587, -0.055738
-2.545876, -0.056559
-2.548131, -0.057429
-2.550708, -0.058363
-2.552642, -0.059362
-2.554252, -0.060474
-2.557152, -0.061650
-2.559085, -0.062858
-2.561340, -0.064179
-2.563596, -0.065516
-2.565529, -0.066998
-2.568106, -0.068496
-2.570039, -0.070220
-2.572617, -0.071992
-2.573905, -0.073876
-2.576161, -0.075826
-2.578738, -0.077968
-2.580671, -0.080143
-2.582604, -0.082495
-2.584860, -0.084959
-2.587437, -0.087456
-2.590337, -0.090050
-2.592270, -0.092643
-2.594203, -0.095301
-2.596458, -0.098040
-2.598713, -0.100794
-2.600646, -0.103614
-2.602902, -0.106594
-2.604835, -0.109477
-2.607090, -0.112296
-2.609667, -0.115083
-2.612245, -0.117806
-2.614178, -0.120512
-2.616755, -0.123202
-2.619011, -0.125747
-2.620622, -0.128244
-2.623521, -0.130548
-2.625776, -0.132723
-2.628032, -0.134817
-2.630287, -0.136766
-2.632864, -0.138586
-2.634797, -0.140358
-2.637375, -0.141921
-2.639308, -0.143403
-2.641241, -0.144804
-2.643496, -0.146077
-2.646074, -0.147253
-2.648329, -0.148284
-2.650584, -0.149283
-2.652517, -0.150249
-2.655095, -0.151055
-2.656706, -0.151941
-2.659283, -0.152633
-2.661861, -0.153374
-2.664438, -0.154067
-2.667015, -0.154631
-2.669271, -0.155195
-2.670237, -0.155678
-2.672815, -0.156145
-2.675392, -0.156612
-2.677325, -0.157015
-2.679258, -0.157369
-2.681836, -0.157740
-2.684091, -0.158094
-2.686346, -0.158416
-2.688602, -0.158690
-2.690857, -0.158916
-2.693434, -0.159190
-2.695367, -0.159415
-2.697300, -0.159625
-2.700522, -0.159818
-2.702133, -0.159995
-2.704388, -0.160156
-2.706966, -0.160301
-2.708899, -0.160478
-2.710832, -0.160607
-2.713087, -0.160752
-2.715343, -0.160881
-2.717598, -0.161042
-2.720175, -0.161171
-2.722108, -0.161252
-2.724364, -0.161364
-2.726619, -0.161461
-2.728874, -0.161574
-2.730807, -0.161638
-2.732740, -0.161719
-2.735318, -0.161832
-2.737895, -0.161880
-2.739828, -0.161993
-2.742083, -0.162089
-2.744339, -0.162105
-2.746594, -0.162202
-2.748527, -0.162266
-2.751427, -0.162363
-2.753038, -0.162428
-2.755937, -0.162524
-2.758515, -0.162605
-2.760126, -0.162685
-2.762381, -0.162782
-2.764314, -0.162814
-2.766247, -0.162911
-2.769147, -0.162975
-2.771402, -0.163056
-2.773013, -0.163136
-2.775912, -0.163217
-2.778168, -0.163281
-2.780101, -0.163330
-2.781712, -0.163442
-2.784611, -0.163523
-2.786222, -0.163587
-2.789444, -0.163700
-2.790733, -0.163765
-2.793632, -0.163877
-2.795888, -0.163942
-2.797498, -0.164022
-2.800398, -0.164103
-2.802653, -0.164200
-2.803942, -0.164264
-2.806842, -0.164377
-2.809097, -0.164489
-2.811030, -0.164554
-2.813607, -0.164651
-2.815863, -0.164715
-2.818440, -0.164812
-2.820695, -0.164924
-2.822629, -0.165005
-2.824562, -0.165069
-2.826817, -0.165182
-2.828428, -0.165279
-2.831327, -0.165392
-2.833260, -0.165472
-2.836160, -0.165585
-2.838738, -0.165682
-2.840993, -0.165810
-2.842604, -0.165923
-2.844859, -0.166052
-2.846470, -0.166133
-2.849369, -0.166261
-2.851625, -0.166326
-2.853236, -0.166471
-2.856135, -0.166551
-2.858391, -0.166664
-2.861290, -0.166761
-2.862257, -0.166906
-2.864512, -0.166986
-2.867412, -0.167067
-2.869022, -0.167228
-2.871922, -0.167276
-2.873211, -0.167437
-2.875788, -0.167518
-2.878688, -0.167647
-2.880621, -0.167808
-2.882554, -0.167872
-2.884809, -0.168033
-2.887709, -0.168114
-2.889320, -0.168227
-2.892219, -0.168356
-2.893830, -0.168452
-2.895441, -0.168597
-2.898663, -0.168694
-2.900596, -0.168807
-2.903174, -0.168968
-2.905107, -0.169064
-2.907684, -0.169193
-2.909617, -0.169306
-2.912195, -0.169451
-2.914128, -0.169580
-2.916383, -0.169741
-2.918316, -0.169838
-2.921216, -0.169967
-2.923471, -0.170112
-2.924760, -0.170224
-2.927659, -0.170385
-2.929592, -0.170498
-2.932492, -0.170643
-2.934103, -0.170756
-2.936680, -0.170885
-2.938613, -0.171014
-2.941191, -0.171126
-2.943124, -0.171271
-2.945379, -0.171384
-2.947957, -0.171561
-2.949890, -0.171674
-2.952145, -0.171819
-2.954400, -0.171964
-2.956656, -0.172077
-2.958589, -0.172238
-2.960522, -0.172399
-2.962777, -0.172496
-2.965677, -0.172673
-2.967932, -0.172834
-2.969865, -0.172963
-2.971798, -0.173076
-2.974053, -0.173172
-2.976308, -0.173349
-2.978564, -0.173462
-2.980819, -0.173575
-2.983396, -0.173752
-2.985330, -0.173817
-2.987585, -0.173994
-2.989518, -0.174139
-2.992095, -0.174284
-2.994351, -0.174429
-2.996606, -0.174590
-2.999183, -0.174735
-3.000794, -0.174912
-3.003372, -0.175025
-3.005949, -0.175186
-3.007882, -0.175315
-3.009815, -0.175460
-3.012071, -0.175573
-3.014326, -0.175750
-3.016581, -0.175895
-3.019481, -0.175991
-3.021736, -0.176152
-3.023347, -0.176281
-3.026246, -0.176426
-3.026891, -0.176587
-3.030113, -0.176732
-3.032368, -0.176893
-3.034623, -0.177038
-3.036556, -0.177183
-3.038811, -0.177361
-3.041711, -0.177506
-3.043322, -0.177618
-3.045577, -0.177763
-3.047833, -0.177941
-3.049766, -0.178118
-3.053310, -0.178230
-3.054920, -0.178327
-3.057498, -0.178520
-3.059109, -0.178682
-3.061364, -0.178794
-3.063619, -0.178923
-3.065552, -0.179052
-3.067808, -0.179197
-3.070063, -0.179374
-3.072640, -0.179487
-3.074896, -0.179648
-3.077151, -0.179809
-3.078762, -0.179970
-3.080695, -0.180147
-3.083595, -0.180309
-3.085528, -0.180437
-3.088749, -0.180582
-3.090360, -0.180743
-3.092616, -0.180872
-3.094549, -0.180985
-3.096804, -0.181162
-3.099381, -0.181275
-3.100992, -0.181436
-3.104536, -0.181613
-3.105503, -0.181726
-3.108402, -0.181871
-3.110335, -0.182048
-3.112591, -0.182209
-3.115168, -0.182387
-3.116457, -0.182532
-3.119679, -0.182660
-3.121290, -0.182838
-3.124189, -0.183015
-3.125800, -0.183160
-3.128055, -0.183321
-3.129988, -0.183482
-3.132244, -0.183659
-3.135466, -0.183788
-3.137076, -0.183949
-3.139332, -0.184078
-3.141265, -0.184223
-3.143198, -0.184384
-3.146098, -0.184529
-3.147708, -0.184674
-3.150286, -0.184851
-3.152863, -0.185012
-3.155119, -0.185157
-3.157052, -0.185367
-3.159629, -0.185480
-3.162207, -0.185657
-3.164140, -0.185866
-3.166395, -0.186011
-3.168006, -0.186124
-3.170261, -0.186301
-3.173161, -0.186430
-3.175094, -0.186639
-3.177349, -0.186768
-3.179604, -0.186929
-3.181537, -0.187107
-3.183470, -0.187235
-3.186370, -0.187413
-3.188303, -0.187606
-3.190881, -0.187735
-3.192491, -0.187912
-3.195069, -0.188041
-3.196680, -0.188218
-3.199257, -0.188395
-3.201835, -0.188589
-3.203768, -0.188766
-3.206345, -0.188911
-3.208600, -0.189088
-3.209889, -0.189249
-3.213111, -0.189410
-3.215044, -0.189539
-3.217622, -0.189748
-3.218910, -0.189910
-3.221810, -0.190071
-3.224065, -0.190248
-3.226643, -0.190409
-3.228898, -0.190554
-3.231153, -0.190731
-3.233408, -0.190908
-3.235664, -0.191037
-3.237597, -0.191230
-3.240174, -0.191440
-3.242107, -0.191585
-3.243718, -0.191762
-3.246296, -0.191939
-3.247906, -0.192116
-3.251128, -0.192261
-3.253384, -0.192406
-3.254994, -0.192616
-3.257572, -0.192777
-3.259505, -0.192938
-3.262082, -0.193067
-3.264338, -0.193276
-3.266271, -0.193454
-3.268848, -0.193631
-3.271103, -0.193824
-3.273359, -0.193985
-3.274970, -0.194162
-3.277547, -0.194340
-3.280447, -0.194517
-3.281735, -0.194742
-3.283669, -0.194887
-3.286890, -0.195097
-3.288823, -0.195274
-3.291401, -0.195435
-3.293012, -0.195612
-3.295589, -0.195773
-3.297200, -0.195967
-3.299455, -0.196128
-3.302355, -0.196305
-3.304610, -0.196466
-3.306543, -0.196740
-3.309121, -0.196901
-3.310732, -0.197046
-3.312987, -0.197271
-3.315564, -0.197465
-3.317497, -0.197642
-3.320075, -0.197851
-3.322652, -0.198045
-3.324263, -0.198238
-3.326519, -0.198431
-3.328129, -0.198608
-3.331673, -0.198834
-3.332962, -0.199027
-3.335540, -0.199253
-3.337795, -0.199398
-3.340694, -0.199607
-3.342305, -0.199800
-3.343916, -0.199962
-3.347138, -0.200171
-3.349071, -0.200380
-3.350360, -0.200622
-3.352937, -0.200848
-3.356481, -0.201073
-3.357448, -0.201283
-3.360025, -0.201556
-3.361958, -0.201717
-3.364214, -0.201975
-3.366469, -0.202201
-3.369046, -0.202426
-3.371624, -0.202636
-3.373557, -0.202877
-3.375812, -0.203119
-3.377745, -0.203377
-3.380000, -0.203651
-3.381934, -0.203908
-3.384189, -0.204182
-3.386444, -0.204424
-3.389021, -0.204730
-3.391277, -0.204939
-3.393854, -0.205229
-3.395465, -0.205487
-3.397720, -0.205777
-3.400620, -0.206131
-3.403197, -0.206454
-3.404808, -0.206792
-3.407064, -0.207017
-3.408352, -0.207323
-3.410930, -0.207613
-3.413829, -0.207903
-3.416085, -0.208258
-3.418662, -0.208564
-3.420917, -0.208918
-3.422528, -0.209208
-3.424784, -0.209514
-3.427361, -0.209820
-3.429616, -0.210207
-3.431871, -0.210497
